time,amount
00:00:00,0.0
01:00:00,0.0
02:00:00,0.0
03:00:00,0.0
04:00:00,0.0
05:00:00,0.0
06:00:00,208.0
07:00:00,2368.0
08:00:00,5600.0
09:00:00,7384.0
10:00:00,10584.0
11:00:00,12704.0
12:00:00,11816.0
13:00:00,12296.0
14:00:00,11768.0
15:00:00,8120.0
16:00:00,7120.0
17:00:00,3552.0
18:00:00,248.0
19:00:00,0.0
20:00:00,0.0
21:00:00,0.0
22:00:00,0.0
23:00:00,0.0
