time,amount
00:00:00,0.0
01:00:00,0.0
02:00:00,0.0
03:00:00,0.0
04:00:00,0.0
05:00:00,0.0
06:00:00,0.0
07:00:00,56.0
08:00:00,712.0
09:00:00,2560.0
10:00:00,4912.0
11:00:00,5160.0
12:00:00,9368.0
13:00:00,8288.0
14:00:00,9568.0
15:00:00,4824.0
16:00:00,3672.0
17:00:00,960.0
18:00:00,0.0
19:00:00,0.0
20:00:00,0.0
21:00:00,0.0
22:00:00,0.0
23:00:00,0.0
