time,amount
00:00:00,0.0
01:00:00,0.0
02:00:00,0.0
03:00:00,0.0
04:00:00,0.0
05:00:00,0.0
06:00:00,24.0
07:00:00,1512.0
08:00:00,2072.0
09:00:00,2512.0
10:00:00,8360.0
11:00:00,8536.0
12:00:00,10960.0
13:00:00,8216.0
14:00:00,5032.0
15:00:00,4344.0
16:00:00,3960.0
17:00:00,1536.0
18:00:00,24.0
19:00:00,0.0
20:00:00,0.0
21:00:00,0.0
22:00:00,0.0
23:00:00,0.0
