time,amount
00:00:00,0.0
01:00:00,0.0
02:00:00,0.0
03:00:00,0.0
04:00:00,0.0
05:00:00,0.0
06:00:00,136.0
07:00:00,2168.0
08:00:00,5992.0
09:00:00,9584.0
10:00:00,12088.0
11:00:00,13520.0
12:00:00,14152.0
13:00:00,13624.0
14:00:00,12432.0
15:00:00,9408.0
16:00:00,4248.0
17:00:00,1520.0
18:00:00,168.0
19:00:00,0.0
20:00:00,0.0
21:00:00,0.0
22:00:00,0.0
23:00:00,0.0
